sku,category,family,sub_model_id,sub_model_name_th,sub_model_name_en,screen_size,chip,capacity,color_th,color_en,color_hex,price_thb,in_stock,dimensions_mm,weight_grams,display_specs,camera_specs,battery_specs,box_contents,local_image_nobg,image_url_highres,specs_url,buy_url
TH-IPHONE16PROMAX-NATURALTITANIUM-256GB-0D8D,iphone,iPhone 16 Pro,iphone-16-pro-max,,iPhone 16 Pro Max,"6.9""",,,ไทเทเนียมธรรมชาติ,Natural Titanium,#9A958E,48900,,163.0 x 77.6 x 8.25 มม.,227 กรัม,"จอภาพ Super Retina XDR OLED ขนาด 6.9 นิ้ว, เทคโนโลยี ProMotion อัตรารีเฟรช 1-120Hz, ความละเอียด 2868 x 1320 พิกเซลที่ 460 ppi, จอภาพติดตลอด (Always-On)","ระบบกล้องระดับโปร: กล้อง Fusion 48MP + กล้อง Ultra Wide 48MP + กล้อง Telephoto 5x 12MP (120 มม., ดีไซน์เตตร้าปริซึม), ซูมแบบออปติคัล 5 เท่า, สแกนเนอร์ LiDAR, ปุ่มควบคุมกล้อง (Camera Control)","การเล่นวิดีโอนานสูงสุด 33 ชั่วโมง (แบตเตอรี่อึดที่สุดในประวัติศาสตร์ iPhone), การเล่นเสียงนานสูงสุด 105 ชั่วโมง","iPhone 16 Pro Max พร้อม iOS 18, สายชาร์จ USB-C (1 ม., รองรับ USB 3), เอกสารประกอบ",data/images_transparent/iphone/iphone-16-pro/natural-titanium.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-16-pro-finish-select-202409-6-3inch-naturaltitanium?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/iphone-16-pro/specs/,https://www.apple.com/th/shop/buy-iphone/iphone-16-pro
TH-IPHONE16PROMAX-NATURALTITANIUM-512GB-83F8,iphone,iPhone 16 Pro,iphone-16-pro-max,,iPhone 16 Pro Max,"6.9""",,,ไทเทเนียมธรรมชาติ,Natural Titanium,#9A958E,56900,,163.0 x 77.6 x 8.25 มม.,227 กรัม,"จอภาพ Super Retina XDR OLED ขนาด 6.9 นิ้ว, เทคโนโลยี ProMotion อัตรารีเฟรช 1-120Hz, ความละเอียด 2868 x 1320 พิกเซลที่ 460 ppi, จอภาพติดตลอด (Always-On)","ระบบกล้องระดับโปร: กล้อง Fusion 48MP + กล้อง Ultra Wide 48MP + กล้อง Telephoto 5x 12MP (120 มม., ดีไซน์เตตร้าปริซึม), ซูมแบบออปติคัล 5 เท่า, สแกนเนอร์ LiDAR, ปุ่มควบคุมกล้อง (Camera Control)","การเล่นวิดีโอนานสูงสุด 33 ชั่วโมง (แบตเตอรี่อึดที่สุดในประวัติศาสตร์ iPhone), การเล่นเสียงนานสูงสุด 105 ชั่วโมง","iPhone 16 Pro Max พร้อม iOS 18, สายชาร์จ USB-C (1 ม., รองรับ USB 3), เอกสารประกอบ",data/images_transparent/iphone/iphone-16-pro/natural-titanium.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-16-pro-finish-select-202409-6-3inch-naturaltitanium?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/iphone-16-pro/specs/,https://www.apple.com/th/shop/buy-iphone/iphone-16-pro
TH-IPHONE16PROMAX-NATURALTITANIUM-1TB-9678,iphone,iPhone 16 Pro,iphone-16-pro-max,,iPhone 16 Pro Max,"6.9""",,,ไทเทเนียมธรรมชาติ,Natural Titanium,#9A958E,64900,,163.0 x 77.6 x 8.25 มม.,227 กรัม,"จอภาพ Super Retina XDR OLED ขนาด 6.9 นิ้ว, เทคโนโลยี ProMotion อัตรารีเฟรช 1-120Hz, ความละเอียด 2868 x 1320 พิกเซลที่ 460 ppi, จอภาพติดตลอด (Always-On)","ระบบกล้องระดับโปร: กล้อง Fusion 48MP + กล้อง Ultra Wide 48MP + กล้อง Telephoto 5x 12MP (120 มม., ดีไซน์เตตร้าปริซึม), ซูมแบบออปติคัล 5 เท่า, สแกนเนอร์ LiDAR, ปุ่มควบคุมกล้อง (Camera Control)","การเล่นวิดีโอนานสูงสุด 33 ชั่วโมง (แบตเตอรี่อึดที่สุดในประวัติศาสตร์ iPhone), การเล่นเสียงนานสูงสุด 105 ชั่วโมง","iPhone 16 Pro Max พร้อม iOS 18, สายชาร์จ USB-C (1 ม., รองรับ USB 3), เอกสารประกอบ",data/images_transparent/iphone/iphone-16-pro/natural-titanium.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-16-pro-finish-select-202409-6-3inch-naturaltitanium?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/iphone-16-pro/specs/,https://www.apple.com/th/shop/buy-iphone/iphone-16-pro
TH-IPHONE16PROMAX-WHITETITANIUM-256GB-DA08,iphone,iPhone 16 Pro,iphone-16-pro-max,,iPhone 16 Pro Max,"6.9""",,,ไทเทเนียมขาว,White Titanium,#E2E4E1,48900,,163.0 x 77.6 x 8.25 มม.,227 กรัม,"จอภาพ Super Retina XDR OLED ขนาด 6.9 นิ้ว, เทคโนโลยี ProMotion อัตรารีเฟรช 1-120Hz, ความละเอียด 2868 x 1320 พิกเซลที่ 460 ppi, จอภาพติดตลอด (Always-On)","ระบบกล้องระดับโปร: กล้อง Fusion 48MP + กล้อง Ultra Wide 48MP + กล้อง Telephoto 5x 12MP (120 มม., ดีไซน์เตตร้าปริซึม), ซูมแบบออปติคัล 5 เท่า, สแกนเนอร์ LiDAR, ปุ่มควบคุมกล้อง (Camera Control)","การเล่นวิดีโอนานสูงสุด 33 ชั่วโมง (แบตเตอรี่อึดที่สุดในประวัติศาสตร์ iPhone), การเล่นเสียงนานสูงสุด 105 ชั่วโมง","iPhone 16 Pro Max พร้อม iOS 18, สายชาร์จ USB-C (1 ม., รองรับ USB 3), เอกสารประกอบ",data/images_transparent/iphone/iphone-16-pro/white-titanium.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-16-pro-finish-select-202409-6-3inch-whitetitanium?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/iphone-16-pro/specs/,https://www.apple.com/th/shop/buy-iphone/iphone-16-pro
TH-IPHONE16PROMAX-WHITETITANIUM-512GB-5426,iphone,iPhone 16 Pro,iphone-16-pro-max,,iPhone 16 Pro Max,"6.9""",,,ไทเทเนียมขาว,White Titanium,#E2E4E1,56900,,163.0 x 77.6 x 8.25 มม.,227 กรัม,"จอภาพ Super Retina XDR OLED ขนาด 6.9 นิ้ว, เทคโนโลยี ProMotion อัตรารีเฟรช 1-120Hz, ความละเอียด 2868 x 1320 พิกเซลที่ 460 ppi, จอภาพติดตลอด (Always-On)","ระบบกล้องระดับโปร: กล้อง Fusion 48MP + กล้อง Ultra Wide 48MP + กล้อง Telephoto 5x 12MP (120 มม., ดีไซน์เตตร้าปริซึม), ซูมแบบออปติคัล 5 เท่า, สแกนเนอร์ LiDAR, ปุ่มควบคุมกล้อง (Camera Control)","การเล่นวิดีโอนานสูงสุด 33 ชั่วโมง (แบตเตอรี่อึดที่สุดในประวัติศาสตร์ iPhone), การเล่นเสียงนานสูงสุด 105 ชั่วโมง","iPhone 16 Pro Max พร้อม iOS 18, สายชาร์จ USB-C (1 ม., รองรับ USB 3), เอกสารประกอบ",data/images_transparent/iphone/iphone-16-pro/white-titanium.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-16-pro-finish-select-202409-6-3inch-whitetitanium?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/iphone-16-pro/specs/,https://www.apple.com/th/shop/buy-iphone/iphone-16-pro
TH-IPHONE16PROMAX-WHITETITANIUM-1TB-7AC8,iphone,iPhone 16 Pro,iphone-16-pro-max,,iPhone 16 Pro Max,"6.9""",,,ไทเทเนียมขาว,White Titanium,#E2E4E1,64900,,163.0 x 77.6 x 8.25 มม.,227 กรัม,"จอภาพ Super Retina XDR OLED ขนาด 6.9 นิ้ว, เทคโนโลยี ProMotion อัตรารีเฟรช 1-120Hz, ความละเอียด 2868 x 1320 พิกเซลที่ 460 ppi, จอภาพติดตลอด (Always-On)","ระบบกล้องระดับโปร: กล้อง Fusion 48MP + กล้อง Ultra Wide 48MP + กล้อง Telephoto 5x 12MP (120 มม., ดีไซน์เตตร้าปริซึม), ซูมแบบออปติคัล 5 เท่า, สแกนเนอร์ LiDAR, ปุ่มควบคุมกล้อง (Camera Control)","การเล่นวิดีโอนานสูงสุด 33 ชั่วโมง (แบตเตอรี่อึดที่สุดในประวัติศาสตร์ iPhone), การเล่นเสียงนานสูงสุด 105 ชั่วโมง","iPhone 16 Pro Max พร้อม iOS 18, สายชาร์จ USB-C (1 ม., รองรับ USB 3), เอกสารประกอบ",data/images_transparent/iphone/iphone-16-pro/white-titanium.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-16-pro-finish-select-202409-6-3inch-whitetitanium?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/iphone-16-pro/specs/,https://www.apple.com/th/shop/buy-iphone/iphone-16-pro
TH-IPHONE16PROMAX-BLACKTITANIUM-256GB-39D3,iphone,iPhone 16 Pro,iphone-16-pro-max,,iPhone 16 Pro Max,"6.9""",,,ไทเทเนียมดำ,Black Titanium,#3A393E,48900,,163.0 x 77.6 x 8.25 มม.,227 กรัม,"จอภาพ Super Retina XDR OLED ขนาด 6.9 นิ้ว, เทคโนโลยี ProMotion อัตรารีเฟรช 1-120Hz, ความละเอียด 2868 x 1320 พิกเซลที่ 460 ppi, จอภาพติดตลอด (Always-On)","ระบบกล้องระดับโปร: กล้อง Fusion 48MP + กล้อง Ultra Wide 48MP + กล้อง Telephoto 5x 12MP (120 มม., ดีไซน์เตตร้าปริซึม), ซูมแบบออปติคัล 5 เท่า, สแกนเนอร์ LiDAR, ปุ่มควบคุมกล้อง (Camera Control)","การเล่นวิดีโอนานสูงสุด 33 ชั่วโมง (แบตเตอรี่อึดที่สุดในประวัติศาสตร์ iPhone), การเล่นเสียงนานสูงสุด 105 ชั่วโมง","iPhone 16 Pro Max พร้อม iOS 18, สายชาร์จ USB-C (1 ม., รองรับ USB 3), เอกสารประกอบ",data/images_transparent/iphone/iphone-16-pro/black-titanium.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-16-pro-finish-select-202409-6-3inch-blacktitanium?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/iphone-16-pro/specs/,https://www.apple.com/th/shop/buy-iphone/iphone-16-pro
TH-IPHONE16PROMAX-BLACKTITANIUM-512GB-5C5A,iphone,iPhone 16 Pro,iphone-16-pro-max,,iPhone 16 Pro Max,"6.9""",,,ไทเทเนียมดำ,Black Titanium,#3A393E,56900,,163.0 x 77.6 x 8.25 มม.,227 กรัม,"จอภาพ Super Retina XDR OLED ขนาด 6.9 นิ้ว, เทคโนโลยี ProMotion อัตรารีเฟรช 1-120Hz, ความละเอียด 2868 x 1320 พิกเซลที่ 460 ppi, จอภาพติดตลอด (Always-On)","ระบบกล้องระดับโปร: กล้อง Fusion 48MP + กล้อง Ultra Wide 48MP + กล้อง Telephoto 5x 12MP (120 มม., ดีไซน์เตตร้าปริซึม), ซูมแบบออปติคัล 5 เท่า, สแกนเนอร์ LiDAR, ปุ่มควบคุมกล้อง (Camera Control)","การเล่นวิดีโอนานสูงสุด 33 ชั่วโมง (แบตเตอรี่อึดที่สุดในประวัติศาสตร์ iPhone), การเล่นเสียงนานสูงสุด 105 ชั่วโมง","iPhone 16 Pro Max พร้อม iOS 18, สายชาร์จ USB-C (1 ม., รองรับ USB 3), เอกสารประกอบ",data/images_transparent/iphone/iphone-16-pro/black-titanium.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-16-pro-finish-select-202409-6-3inch-blacktitanium?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/iphone-16-pro/specs/,https://www.apple.com/th/shop/buy-iphone/iphone-16-pro
TH-IPHONE16PROMAX-BLACKTITANIUM-1TB-2070,iphone,iPhone 16 Pro,iphone-16-pro-max,,iPhone 16 Pro Max,"6.9""",,,ไทเทเนียมดำ,Black Titanium,#3A393E,64900,,163.0 x 77.6 x 8.25 มม.,227 กรัม,"จอภาพ Super Retina XDR OLED ขนาด 6.9 นิ้ว, เทคโนโลยี ProMotion อัตรารีเฟรช 1-120Hz, ความละเอียด 2868 x 1320 พิกเซลที่ 460 ppi, จอภาพติดตลอด (Always-On)","ระบบกล้องระดับโปร: กล้อง Fusion 48MP + กล้อง Ultra Wide 48MP + กล้อง Telephoto 5x 12MP (120 มม., ดีไซน์เตตร้าปริซึม), ซูมแบบออปติคัล 5 เท่า, สแกนเนอร์ LiDAR, ปุ่มควบคุมกล้อง (Camera Control)","การเล่นวิดีโอนานสูงสุด 33 ชั่วโมง (แบตเตอรี่อึดที่สุดในประวัติศาสตร์ iPhone), การเล่นเสียงนานสูงสุด 105 ชั่วโมง","iPhone 16 Pro Max พร้อม iOS 18, สายชาร์จ USB-C (1 ม., รองรับ USB 3), เอกสารประกอบ",data/images_transparent/iphone/iphone-16-pro/black-titanium.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-16-pro-finish-select-202409-6-3inch-blacktitanium?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/iphone-16-pro/specs/,https://www.apple.com/th/shop/buy-iphone/iphone-16-pro
TH-IPHONE15-PINK-128GB-DB41,iphone,iPhone 15,iphone-15,,iPhone 15,"6.1""",,,ชมพู,Pink,#E3A3B1,26900,,147.6 x 71.6 x 7.80 มม.,171 กรัม,"จอภาพ Super Retina XDR OLED ขนาด 6.1 นิ้ว, ความละเอียด 2556 x 1179 พิกเซลที่ 460 ppi, Dynamic Island, ความสว่างสูงสุด 2,000 นิต (กลางแจ้ง)","ระบบกล้องคู่ขั้นสูง: กล้องหลัก 48MP (26 มม., ƒ/1.6) + กล้อง Ultra Wide 12MP (13 มม., ƒ/2.4), ถ่ายภาพบุคคลรุ่นถัดไปพร้อมการควบคุมโฟกัสและความชัดลึก","การเล่นวิดีโอนานสูงสุด 20 ชั่วโมง, การเล่นเสียงนานสูงสุด 80 ชั่วโมง, ชาร์จเร็ว 50% ใน 30 นาที","iPhone 15 พร้อม iOS, สายชาร์จ USB-C (1 ม.), เอกสารประกอบ",data/images_transparent/iphone/iphone-15/pink.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-15-finish-select-202309-6-1inch-pink?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/iphone-15/specs/,https://www.apple.com/th/shop/buy-iphone/iphone-15
TH-IPHONE15-PINK-256GB-E435,iphone,iPhone 15,iphone-15,,iPhone 15,"6.1""",,,ชมพู,Pink,#E3A3B1,30900,,147.6 x 71.6 x 7.80 มม.,171 กรัม,"จอภาพ Super Retina XDR OLED ขนาด 6.1 นิ้ว, ความละเอียด 2556 x 1179 พิกเซลที่ 460 ppi, Dynamic Island, ความสว่างสูงสุด 2,000 นิต (กลางแจ้ง)","ระบบกล้องคู่ขั้นสูง: กล้องหลัก 48MP (26 มม., ƒ/1.6) + กล้อง Ultra Wide 12MP (13 มม., ƒ/2.4), ถ่ายภาพบุคคลรุ่นถัดไปพร้อมการควบคุมโฟกัสและความชัดลึก","การเล่นวิดีโอนานสูงสุด 20 ชั่วโมง, การเล่นเสียงนานสูงสุด 80 ชั่วโมง, ชาร์จเร็ว 50% ใน 30 นาที","iPhone 15 พร้อม iOS, สายชาร์จ USB-C (1 ม.), เอกสารประกอบ",data/images_transparent/iphone/iphone-15/pink.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-15-finish-select-202309-6-1inch-pink?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/iphone-15/specs/,https://www.apple.com/th/shop/buy-iphone/iphone-15
TH-IPHONE15-PINK-512GB-151F,iphone,iPhone 15,iphone-15,,iPhone 15,"6.1""",,,ชมพู,Pink,#E3A3B1,38900,,147.6 x 71.6 x 7.80 มม.,171 กรัม,"จอภาพ Super Retina XDR OLED ขนาด 6.1 นิ้ว, ความละเอียด 2556 x 1179 พิกเซลที่ 460 ppi, Dynamic Island, ความสว่างสูงสุด 2,000 นิต (กลางแจ้ง)","ระบบกล้องคู่ขั้นสูง: กล้องหลัก 48MP (26 มม., ƒ/1.6) + กล้อง Ultra Wide 12MP (13 มม., ƒ/2.4), ถ่ายภาพบุคคลรุ่นถัดไปพร้อมการควบคุมโฟกัสและความชัดลึก","การเล่นวิดีโอนานสูงสุด 20 ชั่วโมง, การเล่นเสียงนานสูงสุด 80 ชั่วโมง, ชาร์จเร็ว 50% ใน 30 นาที","iPhone 15 พร้อม iOS, สายชาร์จ USB-C (1 ม.), เอกสารประกอบ",data/images_transparent/iphone/iphone-15/pink.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-15-finish-select-202309-6-1inch-pink?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/iphone-15/specs/,https://www.apple.com/th/shop/buy-iphone/iphone-15
TH-IPHONE15-YELLOW-128GB-9F31,iphone,iPhone 15,iphone-15,,iPhone 15,"6.1""",,,เหลือง,Yellow,#FBE27D,26900,,147.6 x 71.6 x 7.80 มม.,171 กรัม,"จอภาพ Super Retina XDR OLED ขนาด 6.1 นิ้ว, ความละเอียด 2556 x 1179 พิกเซลที่ 460 ppi, Dynamic Island, ความสว่างสูงสุด 2,000 นิต (กลางแจ้ง)","ระบบกล้องคู่ขั้นสูง: กล้องหลัก 48MP (26 มม., ƒ/1.6) + กล้อง Ultra Wide 12MP (13 มม., ƒ/2.4), ถ่ายภาพบุคคลรุ่นถัดไปพร้อมการควบคุมโฟกัสและความชัดลึก","การเล่นวิดีโอนานสูงสุด 20 ชั่วโมง, การเล่นเสียงนานสูงสุด 80 ชั่วโมง, ชาร์จเร็ว 50% ใน 30 นาที","iPhone 15 พร้อม iOS, สายชาร์จ USB-C (1 ม.), เอกสารประกอบ",data/images_transparent/iphone/iphone-15/yellow.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-15-finish-select-202309-6-1inch-yellow?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/iphone-15/specs/,https://www.apple.com/th/shop/buy-iphone/iphone-15
TH-IPHONE15-YELLOW-256GB-3D3C,iphone,iPhone 15,iphone-15,,iPhone 15,"6.1""",,,เหลือง,Yellow,#FBE27D,30900,,147.6 x 71.6 x 7.80 มม.,171 กรัม,"จอภาพ Super Retina XDR OLED ขนาด 6.1 นิ้ว, ความละเอียด 2556 x 1179 พิกเซลที่ 460 ppi, Dynamic Island, ความสว่างสูงสุด 2,000 นิต (กลางแจ้ง)","ระบบกล้องคู่ขั้นสูง: กล้องหลัก 48MP (26 มม., ƒ/1.6) + กล้อง Ultra Wide 12MP (13 มม., ƒ/2.4), ถ่ายภาพบุคคลรุ่นถัดไปพร้อมการควบคุมโฟกัสและความชัดลึก","การเล่นวิดีโอนานสูงสุด 20 ชั่วโมง, การเล่นเสียงนานสูงสุด 80 ชั่วโมง, ชาร์จเร็ว 50% ใน 30 นาที","iPhone 15 พร้อม iOS, สายชาร์จ USB-C (1 ม.), เอกสารประกอบ",data/images_transparent/iphone/iphone-15/yellow.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-15-finish-select-202309-6-1inch-yellow?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/iphone-15/specs/,https://www.apple.com/th/shop/buy-iphone/iphone-15
TH-IPHONE15-YELLOW-512GB-5F5E,iphone,iPhone 15,iphone-15,,iPhone 15,"6.1""",,,เหลือง,Yellow,#FBE27D,38900,,147.6 x 71.6 x 7.80 มม.,171 กรัม,"จอภาพ Super Retina XDR OLED ขนาด 6.1 นิ้ว, ความละเอียด 2556 x 1179 พิกเซลที่ 460 ppi, Dynamic Island, ความสว่างสูงสุด 2,000 นิต (กลางแจ้ง)","ระบบกล้องคู่ขั้นสูง: กล้องหลัก 48MP (26 มม., ƒ/1.6) + กล้อง Ultra Wide 12MP (13 มม., ƒ/2.4), ถ่ายภาพบุคคลรุ่นถัดไปพร้อมการควบคุมโฟกัสและความชัดลึก","การเล่นวิดีโอนานสูงสุด 20 ชั่วโมง, การเล่นเสียงนานสูงสุด 80 ชั่วโมง, ชาร์จเร็ว 50% ใน 30 นาที","iPhone 15 พร้อม iOS, สายชาร์จ USB-C (1 ม.), เอกสารประกอบ",data/images_transparent/iphone/iphone-15/yellow.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-15-finish-select-202309-6-1inch-yellow?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/iphone-15/specs/,https://www.apple.com/th/shop/buy-iphone/iphone-15
TH-IPHONE15-GREEN-128GB-E305,iphone,iPhone 15,iphone-15,,iPhone 15,"6.1""",,,เขียว,Green,#43594B,26900,,147.6 x 71.6 x 7.80 มม.,171 กรัม,"จอภาพ Super Retina XDR OLED ขนาด 6.1 นิ้ว, ความละเอียด 2556 x 1179 พิกเซลที่ 460 ppi, Dynamic Island, ความสว่างสูงสุด 2,000 นิต (กลางแจ้ง)","ระบบกล้องคู่ขั้นสูง: กล้องหลัก 48MP (26 มม., ƒ/1.6) + กล้อง Ultra Wide 12MP (13 มม., ƒ/2.4), ถ่ายภาพบุคคลรุ่นถัดไปพร้อมการควบคุมโฟกัสและความชัดลึก","การเล่นวิดีโอนานสูงสุด 20 ชั่วโมง, การเล่นเสียงนานสูงสุด 80 ชั่วโมง, ชาร์จเร็ว 50% ใน 30 นาที","iPhone 15 พร้อม iOS, สายชาร์จ USB-C (1 ม.), เอกสารประกอบ",data/images_transparent/iphone/iphone-15/green.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-15-finish-select-202309-6-1inch-green?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/iphone-15/specs/,https://www.apple.com/th/shop/buy-iphone/iphone-15
TH-IPHONE15-GREEN-256GB-97A3,iphone,iPhone 15,iphone-15,,iPhone 15,"6.1""",,,เขียว,Green,#43594B,30900,,147.6 x 71.6 x 7.80 มม.,171 กรัม,"จอภาพ Super Retina XDR OLED ขนาด 6.1 นิ้ว, ความละเอียด 2556 x 1179 พิกเซลที่ 460 ppi, Dynamic Island, ความสว่างสูงสุด 2,000 นิต (กลางแจ้ง)","ระบบกล้องคู่ขั้นสูง: กล้องหลัก 48MP (26 มม., ƒ/1.6) + กล้อง Ultra Wide 12MP (13 มม., ƒ/2.4), ถ่ายภาพบุคคลรุ่นถัดไปพร้อมการควบคุมโฟกัสและความชัดลึก","การเล่นวิดีโอนานสูงสุด 20 ชั่วโมง, การเล่นเสียงนานสูงสุด 80 ชั่วโมง, ชาร์จเร็ว 50% ใน 30 นาที","iPhone 15 พร้อม iOS, สายชาร์จ USB-C (1 ม.), เอกสารประกอบ",data/images_transparent/iphone/iphone-15/green.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-15-finish-select-202309-6-1inch-green?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/iphone-15/specs/,https://www.apple.com/th/shop/buy-iphone/iphone-15
TH-IPHONE15-GREEN-512GB-5A94,iphone,iPhone 15,iphone-15,,iPhone 15,"6.1""",,,เขียว,Green,#43594B,38900,,147.6 x 71.6 x 7.80 มม.,171 กรัม,"จอภาพ Super Retina XDR OLED ขนาด 6.1 นิ้ว, ความละเอียด 2556 x 1179 พิกเซลที่ 460 ppi, Dynamic Island, ความสว่างสูงสุด 2,000 นิต (กลางแจ้ง)","ระบบกล้องคู่ขั้นสูง: กล้องหลัก 48MP (26 มม., ƒ/1.6) + กล้อง Ultra Wide 12MP (13 มม., ƒ/2.4), ถ่ายภาพบุคคลรุ่นถัดไปพร้อมการควบคุมโฟกัสและความชัดลึก","การเล่นวิดีโอนานสูงสุด 20 ชั่วโมง, การเล่นเสียงนานสูงสุด 80 ชั่วโมง, ชาร์จเร็ว 50% ใน 30 นาที","iPhone 15 พร้อม iOS, สายชาร์จ USB-C (1 ม.), เอกสารประกอบ",data/images_transparent/iphone/iphone-15/green.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-15-finish-select-202309-6-1inch-green?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/iphone-15/specs/,https://www.apple.com/th/shop/buy-iphone/iphone-15
TH-IPHONE15-BLUE-128GB-93DE,iphone,iPhone 15,iphone-15,,iPhone 15,"6.1""",,,ฟ้า,Blue,#3E536B,26900,,147.6 x 71.6 x 7.80 มม.,171 กรัม,"จอภาพ Super Retina XDR OLED ขนาด 6.1 นิ้ว, ความละเอียด 2556 x 1179 พิกเซลที่ 460 ppi, Dynamic Island, ความสว่างสูงสุด 2,000 นิต (กลางแจ้ง)","ระบบกล้องคู่ขั้นสูง: กล้องหลัก 48MP (26 มม., ƒ/1.6) + กล้อง Ultra Wide 12MP (13 มม., ƒ/2.4), ถ่ายภาพบุคคลรุ่นถัดไปพร้อมการควบคุมโฟกัสและความชัดลึก","การเล่นวิดีโอนานสูงสุด 20 ชั่วโมง, การเล่นเสียงนานสูงสุด 80 ชั่วโมง, ชาร์จเร็ว 50% ใน 30 นาที","iPhone 15 พร้อม iOS, สายชาร์จ USB-C (1 ม.), เอกสารประกอบ",data/images_transparent/iphone/iphone-15/blue.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-15-finish-select-202309-6-1inch-blue?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/iphone-15/specs/,https://www.apple.com/th/shop/buy-iphone/iphone-15
TH-IPHONE15-BLUE-256GB-3615,iphone,iPhone 15,iphone-15,,iPhone 15,"6.1""",,,ฟ้า,Blue,#3E536B,30900,,147.6 x 71.6 x 7.80 มม.,171 กรัม,"จอภาพ Super Retina XDR OLED ขนาด 6.1 นิ้ว, ความละเอียด 2556 x 1179 พิกเซลที่ 460 ppi, Dynamic Island, ความสว่างสูงสุด 2,000 นิต (กลางแจ้ง)","ระบบกล้องคู่ขั้นสูง: กล้องหลัก 48MP (26 มม., ƒ/1.6) + กล้อง Ultra Wide 12MP (13 มม., ƒ/2.4), ถ่ายภาพบุคคลรุ่นถัดไปพร้อมการควบคุมโฟกัสและความชัดลึก","การเล่นวิดีโอนานสูงสุด 20 ชั่วโมง, การเล่นเสียงนานสูงสุด 80 ชั่วโมง, ชาร์จเร็ว 50% ใน 30 นาที","iPhone 15 พร้อม iOS, สายชาร์จ USB-C (1 ม.), เอกสารประกอบ",data/images_transparent/iphone/iphone-15/blue.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-15-finish-select-202309-6-1inch-blue?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/iphone-15/specs/,https://www.apple.com/th/shop/buy-iphone/iphone-15
